id,from,to,airline,departure,arrival,price
939,CPT,JNB,FlySafair,1742196300,1742203800,1562
940,CPT,JNB,South African,1742232600,1742239800,1661
941,CPT,JNB,CemAir Pty,1742203500,1742210700,1935
942,CPT,JNB,CemAir Pty,1742222400,1742229600,1935
943,CPT,JNB,LIFT Airline,1742185800,1742193000,2000
944,CPT,JNB,FlySafair,1742199300,1742206800,2362
945,CPT,JNB,South African,1742224800,1742232000,2501
946,CPT,JNB,South African,1742227500,1742234700,2501
947,CPT,JNB,CemAir Pty,1742184600,1742191800,2625
948,CPT,JNB,South African,1742206500,1742213700,2639
949,CPT,JNB,South African,1742219700,1742226900,2639
950,CPT,JNB,FlySafair,1742183400,1742190900,2862
951,CPT,JNB,South African,1742184000,1742191200,2984
952,CPT,JNB,South African,1742186400,1742193600,2984
953,CPT,JNB,South African,1742194500,1742201700,2984
954,CPT,JNB,South African,1742198400,1742205600,2984
955,CPT,JNB,South African,1742202000,1742209200,2984
956,CPT,JNB,South African,1742215200,1742222400,2984
957,CPT,JNB,FlySafair,1742183100,1742190600,3062
958,CPT,JNB,FlySafair,1742184900,1742192400,3062
959,CPT,JNB,Airlink,1742217600,1742225100,3108
960,CPT,JNB,FlySafair,1742187600,1742195100,3262
961,CPT,JNB,Airlink,1742212800,1742220300,3591
962,CPT,JNB,Airlink,1742227800,1742235300,3591
963,CPT,JNB,Airlink,1742184300,1742191800,4154
964,CPT,JNB,Airlink,1742187000,1742194500,4154
965,CPT,JNB,FlySafair,1742292000,1742299500,962
966,CPT,JNB,LIFT Airline,1742283000,1742290200,1075
967,CPT,JNB,LIFT Airline,1742288400,1742295600,1075
968,CPT,JNB,South African,1742322000,1742329200,1270
969,CPT,JNB,FlySafair,1742282700,1742290200,1062
970,CPT,JNB,FlySafair,1742285700,1742293200,1062
971,CPT,JNB,FlySafair,1742287800,1742295300,1062
972,CPT,JNB,FlySafair,1742291100,1742298600,1062
973,CPT,JNB,FlySafair,1742324700,1742332200,1062
974,CPT,JNB,LIFT Airline,1742295600,1742302800,1180
975,CPT,JNB,FlySafair,1742320200,1742327700,1262
976,CPT,JNB,LIFT Airline,1742317200,1742324400,1305
977,CPT,JNB,FlySafair,1742301300,1742308800,1362
978,CPT,JNB,FlySafair,1742303400,1742310900,1362
979,CPT,JNB,FlySafair,1742303700,1742311200,1362
980,CPT,JNB,LIFT Airline,1742306400,1742313600,1455
981,CPT,JNB,South African,1742319000,1742326200,1466
982,CPT,JNB,LIFT Airline,1742310000,1742317200,1625
983,CPT,JNB,South African,1742288400,1742295600,1661
984,CPT,JNB,South African,1742292900,1742300100,1661
985,CPT,JNB,FlySafair,1742296200,1742303700,1662
986,CPT,JNB,FlySafair,1742308800,1742316300,1762
987,CPT,JNB,FlySafair,1742280600,1742288100,1912
988,CPT,JNB,FlySafair,1742307600,1742315100,1912
989,CPT,JNB,CemAir Pty,1742297400,1742304600,1935
990,CPT,JNB,FlySafair,1742311500,1742319000,2062
991,CPT,JNB,FlySafair,1742318100,1742325600,2062
992,CPT,JNB,Airlink,1742304000,1742311500,2084
993,CPT,JNB,LIFT Airline,1742272200,1742279400,2185
994,CPT,JNB,FlySafair,1742271300,1742278800,2212
995,CPT,JNB,South African,1742284800,1742292000,2501
996,CPT,JNB,South African,1742301600,1742308800,2501
997,CPT,JNB,FlySafair,1742274000,1742281500,2512
998,CPT,JNB,CemAir Pty,1742274000,1742281200,2625
999,CPT,JNB,South African,1742306100,1742313300,2639
1000,CPT,JNB,South African,1742311200,1742318400,2639
1001,CPT,JNB,South African,1742313900,1742321100,2639
1002,CPT,JNB,South African,1742270400,1742277600,2984
1003,CPT,JNB,South African,1742272800,1742280000,2984
1004,CPT,JNB,South African,1742280900,1742288100,2984
1005,CPT,JNB,FlySafair,1742269500,1742277000,3062
1006,CPT,JNB,Airlink,1742270700,1742278200,3108
1007,CPT,JNB,Airlink,1742273400,1742280900,3108
1008,CPT,JNB,Airlink,1742282400,1742289900,3108
1009,CPT,JNB,Airlink,1742299200,1742306700,3108
1010,CPT,JNB,FlySafair,1742292000,1742299500,962
1011,CPT,JNB,LIFT Airline,1742283000,1742290200,1075
1012,CPT,JNB,LIFT Airline,1742288400,1742295600,1075
1013,CPT,JNB,FlySafair,1742282700,1742290200,1062
1014,CPT,JNB,FlySafair,1742285700,1742293200,1062
1015,CPT,JNB,FlySafair,1742287800,1742295300,1062
1016,CPT,JNB,FlySafair,1742291100,1742298600,1062
1017,CPT,JNB,FlySafair,1742324700,1742332200,1062
1018,CPT,JNB,LIFT Airline,1742295600,1742302800,1180
1019,CPT,JNB,FlySafair,1742320200,1742327700,1262
1020,CPT,JNB,LIFT Airline,1742317200,1742324400,1305
1021,CPT,JNB,FlySafair,1742301300,1742308800,1362
1022,CPT,JNB,FlySafair,1742303400,1742310900,1362
1023,CPT,JNB,FlySafair,1742303700,1742311200,1362
1024,CPT,JNB,LIFT Airline,1742306400,1742313600,1455
1025,CPT,JNB,South African,1742319000,1742326200,1466
1026,CPT,JNB,LIFT Airline,1742310000,1742317200,1625
1027,CPT,JNB,South African,1742288400,1742295600,1661
1028,CPT,JNB,South African,1742292900,1742300100,1661
1029,CPT,JNB,FlySafair,1742296200,1742303700,1662
1030,CPT,JNB,FlySafair,1742308800,1742316300,1762
1031,CPT,JNB,FlySafair,1742280600,1742288100,1912
1032,CPT,JNB,FlySafair,1742307600,1742315100,1912
1033,CPT,JNB,CemAir Pty,1742297400,1742304600,1935
1034,CPT,JNB,FlySafair,1742311500,1742319000,2062
1035,CPT,JNB,FlySafair,1742318100,1742325600,2062
1036,CPT,JNB,Airlink,1742304000,1742311500,2084
1037,CPT,JNB,LIFT Airline,1742272200,1742279400,2185
1038,CPT,JNB,FlySafair,1742271300,1742278800,2212
1039,CPT,JNB,South African,1742284800,1742292000,2501
1040,CPT,JNB,South African,1742301600,1742308800,2501
1041,CPT,JNB,FlySafair,1742274000,1742281500,2512
1042,CPT,JNB,CemAir Pty,1742274000,1742281200,2625
1043,CPT,JNB,South African,1742306100,1742313300,2639
1044,CPT,JNB,South African,1742311200,1742318400,2639
1045,CPT,JNB,South African,1742313900,1742321100,2639
1046,CPT,JNB,South African,1742270400,1742277600,2984
1047,CPT,JNB,South African,1742272800,1742280000,2984
1048,CPT,JNB,South African,1742280900,1742288100,2984
1049,CPT,JNB,FlySafair,1742269500,1742277000,3062
1050,CPT,JNB,Airlink,1742270700,1742278200,3108
1051,CPT,JNB,Airlink,1742273400,1742280900,3108
1052,CPT,JNB,Airlink,1742282400,1742289900,3108
1053,CPT,JNB,Airlink,1742299200,1742306700,3108
1054,CPT,JNB,LIFT Airline,1742374800,1742382000,1305
1055,CPT,JNB,FlySafair,1742398500,1742406000,1362
1056,CPT,JNB,South African,1742408400,1742415600,1466
1057,CPT,JNB,CemAir Pty,1742383800,1742391000,1590
1058,CPT,JNB,FlySafair,1742410500,1742418000,1262
1059,CPT,JNB,LIFT Airline,1742369400,1742376600,1305
1060,CPT,JNB,FlySafair,1742406600,1742414100,1362
1061,CPT,JNB,LIFT Airline,1742396400,1742403600,1455
1062,CPT,JNB,FlySafair,1742357700,1742365200,1462
1063,CPT,JNB,FlySafair,1742367000,1742374500,1462
1064,CPT,JNB,FlySafair,1742369100,1742376600,1462
1065,CPT,JNB,FlySafair,1742372100,1742379600,1462
1066,CPT,JNB,FlySafair,1742374200,1742381700,1462
1067,CPT,JNB,FlySafair,1742377500,1742385000,1462
1068,CPT,JNB,FlySafair,1742378100,1742385600,1462
1069,CPT,JNB,FlySafair,1742399400,1742406900,1462
1070,CPT,JNB,FlySafair,1742400300,1742407800,1462
1071,CPT,JNB,FlySafair,1742355900,1742363400,1562
1072,CPT,JNB,FlySafair,1742378400,1742385900,1562
1073,CPT,JNB,FlySafair,1742389800,1742397300,1562
1074,CPT,JNB,FlySafair,1742397900,1742405400,1562
1075,CPT,JNB,FlySafair,1742404500,1742412000,1562
1076,CPT,JNB,CemAir Pty,1742370300,1742377500,1590
1077,CPT,JNB,LIFT Airline,1742358600,1742365800,1625
1078,CPT,JNB,South African,1742359200,1742366400,1661
1079,CPT,JNB,South African,1742367300,1742374500,1661
1080,CPT,JNB,South African,1742371200,1742378400,1661
1081,CPT,JNB,South African,1742379300,1742386500,1661
1082,CPT,JNB,South African,1742400300,1742407500,1661
1083,CPT,JNB,South African,1742405400,1742412600,1661
1084,CPT,JNB,FlySafair,1742360400,1742367900,1662
1085,CPT,JNB,FlySafair,1742382600,1742390100,1662
1086,CPT,JNB,FlySafair,1742387100,1742394600,1662
1087,CPT,JNB,FlySafair,1742390100,1742397600,1662
1088,CPT,JNB,FlySafair,1742395200,1742402700,1662
1089,CPT,JNB,FlySafair,1742394000,1742401500,1762
1090,CPT,JNB,LIFT Airline,1742392800,1742400000,1805
1091,CPT,JNB,LIFT Airline,1742403600,1742410800,1805
1092,CPT,JNB,CemAir Pty,1742394600,1742401800,1935
1093,CPT,JNB,LIFT Airline,1742382000,1742389200,2000
1094,CPT,JNB,Airlink,1742357100,1742364600,2441
1095,CPT,JNB,Airlink,1742359800,1742367300,2441
1096,CPT,JNB,South African,1742386200,1742393400,2501
1097,CPT,JNB,CemAir Pty,1742360400,1742367600,2625
1098,CPT,JNB,South African,1742356800,1742364000,2639
1099,CPT,JNB,South African,1742374800,1742382000,2639
1100,CPT,JNB,South African,1742388000,1742395200,2639
1101,CPT,JNB,South African,1742392500,1742399700,2984
1102,CPT,JNB,South African,1742397600,1742404800,2984
1103,CPT,JNB,Airlink,1742368800,1742376300,4154
1104,CPT,JNB,Airlink,1742390400,1742397900,4154
1105,CPT,JNB,Airlink,1742400600,1742408100,4154
1106,CPT,JNB,LIFT Airline,1742374800,1742382000,1305
1107,CPT,JNB,FlySafair,1742398500,1742406000,1362
1108,CPT,JNB,South African,1742408400,1742415600,1466
1109,CPT,JNB,FlySafair,1742410500,1742418000,1262
1110,CPT,JNB,LIFT Airline,1742369400,1742376600,1305
1111,CPT,JNB,FlySafair,1742406600,1742414100,1362
1112,CPT,JNB,LIFT Airline,1742396400,1742403600,1455
1113,CPT,JNB,FlySafair,1742357700,1742365200,1462
1114,CPT,JNB,FlySafair,1742367000,1742374500,1462
1115,CPT,JNB,FlySafair,1742369100,1742376600,1462
1116,CPT,JNB,FlySafair,1742372100,1742379600,1462
1117,CPT,JNB,FlySafair,1742374200,1742381700,1462
1118,CPT,JNB,FlySafair,1742377500,1742385000,1462
1119,CPT,JNB,FlySafair,1742378100,1742385600,1462
1120,CPT,JNB,FlySafair,1742399400,1742406900,1462
1121,CPT,JNB,FlySafair,1742400300,1742407800,1462
1122,CPT,JNB,FlySafair,1742355900,1742363400,1562
1123,CPT,JNB,FlySafair,1742378400,1742385900,1562
1124,CPT,JNB,FlySafair,1742389800,1742397300,1562
1125,CPT,JNB,FlySafair,1742397900,1742405400,1562
1126,CPT,JNB,FlySafair,1742404500,1742412000,1562
1127,CPT,JNB,CemAir Pty,1742370300,1742377500,1590
1128,CPT,JNB,LIFT Airline,1742358600,1742365800,1625
1129,CPT,JNB,South African,1742359200,1742366400,1661
1130,CPT,JNB,South African,1742367300,1742374500,1661
1131,CPT,JNB,South African,1742371200,1742378400,1661
1132,CPT,JNB,South African,1742379300,1742386500,1661
1133,CPT,JNB,South African,1742400300,1742407500,1661
1134,CPT,JNB,South African,1742405400,1742412600,1661
1135,CPT,JNB,FlySafair,1742360400,1742367900,1662
1136,CPT,JNB,FlySafair,1742382600,1742390100,1662
1137,CPT,JNB,FlySafair,1742387100,1742394600,1662
1138,CPT,JNB,FlySafair,1742390100,1742397600,1662
1139,CPT,JNB,FlySafair,1742395200,1742402700,1662
1140,CPT,JNB,FlySafair,1742394000,1742401500,1762
1141,CPT,JNB,LIFT Airline,1742392800,1742400000,1805
1142,CPT,JNB,LIFT Airline,1742403600,1742410800,1805
1143,CPT,JNB,CemAir Pty,1742394600,1742401800,1935
1144,CPT,JNB,LIFT Airline,1742382000,1742389200,2000
1145,CPT,JNB,Airlink,1742357100,1742364600,2441
1146,CPT,JNB,Airlink,1742359800,1742367300,2441
1147,CPT,JNB,South African,1742386200,1742393400,2501
1148,CPT,JNB,CemAir Pty,1742360400,1742367600,2625
1149,CPT,JNB,South African,1742356800,1742364000,2639
1150,CPT,JNB,South African,1742374800,1742382000,2639
1151,CPT,JNB,South African,1742388000,1742395200,2639
1152,CPT,JNB,South African,1742392500,1742399700,2984
1153,CPT,JNB,South African,1742397600,1742404800,2984
1154,CPT,JNB,Airlink,1742368800,1742376300,4154
1155,CPT,JNB,Airlink,1742390400,1742397900,4154
1156,CPT,JNB,Airlink,1742400600,1742408100,4154
1157,CPT,JNB,FlySafair,1742442300,1742449800,1912
1158,CPT,JNB,LIFT Airline,1742445000,1742452200,2000
1159,CPT,JNB,LIFT Airline,1742468400,1742475600,2185
1160,CPT,JNB,CemAir Pty,1742470200,1742477400,2453
1161,CPT,JNB,South African,1742465700,1742472900,2501
1162,CPT,JNB,FlySafair,1742442600,1742450100,2062
1163,CPT,JNB,FlySafair,1742463900,1742471400,2212
1164,CPT,JNB,FlySafair,1742446800,1742454300,2362
1165,CPT,JNB,FlySafair,1742453400,1742460900,2362
1166,CPT,JNB,FlySafair,1742455500,1742463000,2362
1167,CPT,JNB,FlySafair,1742460600,1742468100,2362
1168,CPT,JNB,FlySafair,1742469000,1742476500,2362
1169,CPT,JNB,FlySafair,1742493000,1742500500,2362
1170,CPT,JNB,LIFT Airline,1742461200,1742468400,2390
1171,CPT,JNB,South African,1742494800,1742502000,2501
1172,CPT,JNB,FlySafair,1742464800,1742472300,2512
1173,CPT,JNB,FlySafair,1742473500,1742481000,2512
1174,CPT,JNB,LIFT Airline,1742457600,1742464800,2605
1175,CPT,JNB,CemAir Pty,1742446800,1742454000,2625
1176,CPT,JNB,CemAir Pty,1742456700,1742463900,2625
1177,CPT,JNB,South African,1742445600,1742452800,2639
1178,CPT,JNB,FlySafair,1742458500,1742466000,2662
1179,CPT,JNB,FlySafair,1742476200,1742483700,2662
1180,CPT,JNB,FlySafair,1742476500,1742484000,2662
1181,CPT,JNB,FlySafair,1742490900,1742498400,2662
1182,CPT,JNB,LIFT Airline,1742479200,1742486400,2825
1183,CPT,JNB,LIFT Airline,1742490000,1742497200,2825
1184,CPT,JNB,South African,1742443200,1742450400,2984
1185,CPT,JNB,South African,1742453700,1742460900,2984
1186,CPT,JNB,South African,1742491800,1742499000,2984
1187,CPT,JNB,LIFT Airline,1742482800,1742490000,3045
1188,CPT,JNB,FlySafair,1742480400,1742487900,3062
1189,CPT,JNB,FlySafair,1742481600,1742489100,3062
1190,CPT,JNB,FlySafair,1742486700,1742494200,3062
1191,CPT,JNB,CemAir Pty,1742481000,1742488200,3143
1192,CPT,JNB,FlySafair,1742484300,1742491800,3262
1193,CPT,JNB,South African,1742457600,1742464800,3444
1194,CPT,JNB,Airlink,1742446200,1742453700,3591
1195,CPT,JNB,Airlink,1742443500,1742451000,4154
1196,CPT,JNB,Airlink,1742455200,1742462700,4154
1197,CPT,JNB,Airlink,1742472000,1742479500,4154
1198,CPT,JNB,Airlink,1742476800,1742484300,4154
1199,CPT,JNB,South African,1742461200,1742468400,4560
1200,CPT,JNB,South African,1742474400,1742481600,4560
1201,CPT,JNB,South African,1742478900,1742486100,4560
1202,CPT,JNB,South African,1742484000,1742491200,4560
1203,CPT,JNB,FlySafair,1742442300,1742449800,1912
1204,CPT,JNB,LIFT Airline,1742445000,1742452200,2000
1205,CPT,JNB,LIFT Airline,1742468400,1742475600,2185
1206,CPT,JNB,CemAir Pty,1742470200,1742477400,2453
1207,CPT,JNB,FlySafair,1742442600,1742450100,2062
1208,CPT,JNB,FlySafair,1742463900,1742471400,2212
1209,CPT,JNB,FlySafair,1742446800,1742454300,2362
1210,CPT,JNB,FlySafair,1742453400,1742460900,2362
1211,CPT,JNB,FlySafair,1742455500,1742463000,2362
1212,CPT,JNB,FlySafair,1742460600,1742468100,2362
1213,CPT,JNB,FlySafair,1742469000,1742476500,2362
1214,CPT,JNB,FlySafair,1742493000,1742500500,2362
1215,CPT,JNB,LIFT Airline,1742461200,1742468400,2390
1216,CPT,JNB,South African,1742494800,1742502000,2501
1217,CPT,JNB,FlySafair,1742464800,1742472300,2512
1218,CPT,JNB,FlySafair,1742473500,1742481000,2512
1219,CPT,JNB,LIFT Airline,1742457600,1742464800,2605
1220,CPT,JNB,CemAir Pty,1742446800,1742454000,2625
1221,CPT,JNB,CemAir Pty,1742456700,1742463900,2625
1222,CPT,JNB,South African,1742445600,1742452800,2639
1223,CPT,JNB,FlySafair,1742458500,1742466000,2662
1224,CPT,JNB,FlySafair,1742476200,1742483700,2662
1225,CPT,JNB,FlySafair,1742476500,1742484000,2662
1226,CPT,JNB,FlySafair,1742490900,1742498400,2662
1227,CPT,JNB,LIFT Airline,1742479200,1742486400,2825
1228,CPT,JNB,LIFT Airline,1742490000,1742497200,2825
1229,CPT,JNB,South African,1742443200,1742450400,2984
1230,CPT,JNB,South African,1742453700,1742460900,2984
1231,CPT,JNB,South African,1742491800,1742499000,2984
1232,CPT,JNB,LIFT Airline,1742482800,1742490000,3045
1233,CPT,JNB,FlySafair,1742480400,1742487900,3062
1234,CPT,JNB,FlySafair,1742481600,1742489100,3062
1235,CPT,JNB,FlySafair,1742486700,1742494200,3062
1236,CPT,JNB,CemAir Pty,1742481000,1742488200,3143
1237,CPT,JNB,FlySafair,1742484300,1742491800,3262
1238,CPT,JNB,South African,1742457600,1742464800,3444
1239,CPT,JNB,Airlink,1742446200,1742453700,3591
1240,CPT,JNB,Airlink,1742443500,1742451000,4154
1241,CPT,JNB,Airlink,1742455200,1742462700,4154
1242,CPT,JNB,Airlink,1742472000,1742479500,4154
1243,CPT,JNB,Airlink,1742476800,1742484300,4154
1244,CPT,JNB,South African,1742461200,1742468400,4560
1245,CPT,JNB,South African,1742474400,1742481600,4560
1246,CPT,JNB,South African,1742478900,1742486100,4560
1247,CPT,JNB,South African,1742484000,1742491200,4560
1248,CPT,JNB,FlySafair,1742583300,1742590800,1262
1249,CPT,JNB,LIFT Airline,1742565600,1742572800,1305
1250,CPT,JNB,South African,1742570400,1742577600,1466
1251,CPT,JNB,CemAir Pty,1742567400,1742574600,1590
1252,CPT,JNB,LIFT Airline,1742569200,1742576400,1305
1253,CPT,JNB,LIFT Airline,1742576400,1742583600,1305
1254,CPT,JNB,FlySafair,1742579400,1742586900,1362
1255,CPT,JNB,FlySafair,1742582400,1742589900,1362
1256,CPT,JNB,FlySafair,1742566800,1742574300,1462
1257,CPT,JNB,FlySafair,1742568000,1742575500,1462
1258,CPT,JNB,FlySafair,1742570700,1742578200,1462
1259,CPT,JNB,FlySafair,1742572200,1742579700,1462
1260,CPT,JNB,FlySafair,1742573100,1742580600,1462
1261,CPT,JNB,FlySafair,1742577300,1742584800,1462
1262,CPT,JNB,South African,1742573100,1742580300,1466
1263,CPT,JNB,South African,1742578200,1742585400,1466
1264,CPT,JNB,South African,1742581200,1742588400,1466
1265,CPT,JNB,FlySafair,1742562600,1742570100,1562
1266,CPT,JNB,FlySafair,1742562900,1742570400,1562
1267,CPT,JNB,Airlink,1742573400,1742580900,1578
1268,CPT,JNB,FlySafair,1742528700,1742536200,1662
1269,CPT,JNB,FlySafair,1742529000,1742536500,1662
1270,CPT,JNB,FlySafair,1742559900,1742567400,1762
1271,CPT,JNB,LIFT Airline,1742533200,1742540400,1805
1272,CPT,JNB,LIFT Airline,1742544000,1742551200,1805
1273,CPT,JNB,LIFT Airline,1742547600,1742554800,1805
1274,CPT,JNB,LIFT Airline,1742554800,1742562000,1805
1275,CPT,JNB,Airlink,1742529900,1742537400,1889
1276,CPT,JNB,Airlink,1742563200,1742570700,1889
1277,CPT,JNB,FlySafair,1742533200,1742540700,1912
1278,CPT,JNB,FlySafair,1742539800,1742547300,1912
1279,CPT,JNB,FlySafair,1742541900,1742549400,1912
1280,CPT,JNB,FlySafair,1742544900,1742552400,1912
1281,CPT,JNB,FlySafair,1742550300,1742557800,1912
1282,CPT,JNB,FlySafair,1742555400,1742562900,1912
1283,CPT,JNB,FlySafair,1742547000,1742554500,2062
1284,CPT,JNB,CemAir Pty,1742556600,1742563800,2108
1285,CPT,JNB,CemAir Pty,1742533200,1742540400,2280
1286,CPT,JNB,CemAir Pty,1742543100,1742550300,2280
1287,CPT,JNB,Airlink,1742532600,1742540100,2441
1288,CPT,JNB,South African,1742560800,1742568000,2501
1289,CPT,JNB,South African,1742565300,1742572500,2501
1290,CPT,JNB,South African,1742529600,1742536800,2639
1291,CPT,JNB,South African,1742532000,1742539200,2639
1292,CPT,JNB,South African,1742540100,1742547300,2984
1293,CPT,JNB,South African,1742544000,1742551200,2984
1294,CPT,JNB,South African,1742552100,1742559300,2984
1295,CPT,JNB,Airlink,1742558400,1742565900,3591
1296,CPT,JNB,South African,1742547600,1742554800,3847
1297,CPT,JNB,FlySafair,1742583300,1742590800,1262
1298,CPT,JNB,LIFT Airline,1742565600,1742572800,1305
1299,CPT,JNB,South African,1742570400,1742577600,1466
1300,CPT,JNB,LIFT Airline,1742569200,1742576400,1305
1301,CPT,JNB,LIFT Airline,1742576400,1742583600,1305
1302,CPT,JNB,FlySafair,1742579400,1742586900,1362
1303,CPT,JNB,FlySafair,1742582400,1742589900,1362
1304,CPT,JNB,FlySafair,1742566800,1742574300,1462
1305,CPT,JNB,FlySafair,1742568000,1742575500,1462
1306,CPT,JNB,FlySafair,1742570700,1742578200,1462
1307,CPT,JNB,FlySafair,1742572200,1742579700,1462
1308,CPT,JNB,FlySafair,1742573100,1742580600,1462
1309,CPT,JNB,FlySafair,1742577300,1742584800,1462
1310,CPT,JNB,South African,1742573100,1742580300,1466
1311,CPT,JNB,South African,1742578200,1742585400,1466
1312,CPT,JNB,South African,1742581200,1742588400,1466
1313,CPT,JNB,FlySafair,1742562600,1742570100,1562
1314,CPT,JNB,FlySafair,1742562900,1742570400,1562
1315,CPT,JNB,Airlink,1742573400,1742580900,1578
1316,CPT,JNB,FlySafair,1742528700,1742536200,1662
1317,CPT,JNB,FlySafair,1742529000,1742536500,1662
1318,CPT,JNB,FlySafair,1742559900,1742567400,1762
1319,CPT,JNB,LIFT Airline,1742533200,1742540400,1805
1320,CPT,JNB,LIFT Airline,1742544000,1742551200,1805
1321,CPT,JNB,LIFT Airline,1742547600,1742554800,1805
1322,CPT,JNB,LIFT Airline,1742554800,1742562000,1805
1323,CPT,JNB,Airlink,1742529900,1742537400,1889
1324,CPT,JNB,Airlink,1742563200,1742570700,1889
1325,CPT,JNB,FlySafair,1742533200,1742540700,1912
1326,CPT,JNB,FlySafair,1742539800,1742547300,1912
1327,CPT,JNB,FlySafair,1742541900,1742549400,1912
1328,CPT,JNB,FlySafair,1742544900,1742552400,1912
1329,CPT,JNB,FlySafair,1742550300,1742557800,1912
1330,CPT,JNB,FlySafair,1742555400,1742562900,1912
1331,CPT,JNB,FlySafair,1742547000,1742554500,2062
1332,CPT,JNB,CemAir Pty,1742556600,1742563800,2108
1333,CPT,JNB,CemAir Pty,1742533200,1742540400,2280
1334,CPT,JNB,CemAir Pty,1742543100,1742550300,2280
1335,CPT,JNB,Airlink,1742532600,1742540100,2441
1336,CPT,JNB,South African,1742560800,1742568000,2501
1337,CPT,JNB,South African,1742565300,1742572500,2501
1338,CPT,JNB,South African,1742529600,1742536800,2639
1339,CPT,JNB,South African,1742532000,1742539200,2639
1340,CPT,JNB,South African,1742540100,1742547300,2984
1341,CPT,JNB,South African,1742544000,1742551200,2984
1342,CPT,JNB,South African,1742552100,1742559300,2984
1343,CPT,JNB,Airlink,1742558400,1742565900,3591
1344,CPT,JNB,South African,1742547600,1742554800,3847
1345,CPT,JNB,LIFT Airline,1742630400,1742637600,1180
1346,CPT,JNB,FlySafair,1742631300,1742638800,1262
1347,CPT,JNB,South African,1742630400,1742637600,1661
1348,CPT,JNB,FlySafair,1742615100,1742622600,1162
1349,CPT,JNB,FlySafair,1742665800,1742673300,1162
1350,CPT,JNB,FlySafair,1742619600,1742627100,1262
1351,CPT,JNB,FlySafair,1742633400,1742640900,1262
1352,CPT,JNB,FlySafair,1742654400,1742661900,1262
1353,CPT,JNB,FlySafair,1742663700,1742671200,1262
1354,CPT,JNB,FlySafair,1742665200,1742672700,1262
1355,CPT,JNB,FlySafair,1742670300,1742677800,1262
1356,CPT,JNB,LIFT Airline,1742625000,1742632200,1305
1357,CPT,JNB,LIFT Airline,1742635800,1742643000,1305
1358,CPT,JNB,LIFT Airline,1742646600,1742653800,1305
1359,CPT,JNB,LIFT Airline,1742657400,1742664600,1305
1360,CPT,JNB,FlySafair,1742626200,1742633700,1362
1361,CPT,JNB,FlySafair,1742634900,1742642400,1362
1362,CPT,JNB,FlySafair,1742636700,1742644200,1362
1363,CPT,JNB,FlySafair,1742653200,1742660700,1362
1364,CPT,JNB,FlySafair,1742657100,1742664600,1362
1365,CPT,JNB,FlySafair,1742628000,1742635500,1462
1366,CPT,JNB,FlySafair,1742637600,1742645100,1462
1367,CPT,JNB,FlySafair,1742641800,1742649300,1462
1368,CPT,JNB,FlySafair,1742646900,1742654400,1462
1369,CPT,JNB,FlySafair,1742649300,1742656800,1462
1370,CPT,JNB,Airlink,1742616300,1742623800,1578
1371,CPT,JNB,South African,1742618400,1742625600,1661
1372,CPT,JNB,South African,1742659500,1742666700,1661
1373,CPT,JNB,South African,1742664600,1742671800,1661
1374,CPT,JNB,South African,1742667600,1742674800,1661
1375,CPT,JNB,CemAir Pty,1742623200,1742630400,1935
1376,CPT,JNB,CemAir Pty,1742643000,1742650200,2280
1377,CPT,JNB,Airlink,1742619000,1742626500,2441
1378,CPT,JNB,South African,1742638500,1742645700,2501
1379,CPT,JNB,South African,1742647200,1742654400,2501
1380,CPT,JNB,South African,1742621100,1742628300,2984
1381,CPT,JNB,South African,1742651400,1742658600,2984
1382,CPT,JNB,Airlink,1742628000,1742635500,3591
1383,CPT,JNB,Airlink,1742644800,1742652300,4154
1384,CPT,JNB,LIFT Airline,1742630400,1742637600,1180
1385,CPT,JNB,FlySafair,1742631300,1742638800,1262
1386,CPT,JNB,FlySafair,1742615100,1742622600,1162
1387,CPT,JNB,FlySafair,1742665800,1742673300,1162
1388,CPT,JNB,FlySafair,1742619600,1742627100,1262
1389,CPT,JNB,FlySafair,1742633400,1742640900,1262
1390,CPT,JNB,FlySafair,1742654400,1742661900,1262
1391,CPT,JNB,FlySafair,1742663700,1742671200,1262
1392,CPT,JNB,FlySafair,1742665200,1742672700,1262
1393,CPT,JNB,FlySafair,1742670300,1742677800,1262
1394,CPT,JNB,LIFT Airline,1742625000,1742632200,1305
1395,CPT,JNB,LIFT Airline,1742635800,1742643000,1305
1396,CPT,JNB,LIFT Airline,1742646600,1742653800,1305
1397,CPT,JNB,LIFT Airline,1742657400,1742664600,1305
1398,CPT,JNB,FlySafair,1742626200,1742633700,1362
1399,CPT,JNB,FlySafair,1742634900,1742642400,1362
1400,CPT,JNB,FlySafair,1742636700,1742644200,1362
1401,CPT,JNB,FlySafair,1742653200,1742660700,1362
1402,CPT,JNB,FlySafair,1742657100,1742664600,1362
1403,CPT,JNB,FlySafair,1742628000,1742635500,1462
1404,CPT,JNB,FlySafair,1742637600,1742645100,1462
1405,CPT,JNB,FlySafair,1742641800,1742649300,1462
1406,CPT,JNB,FlySafair,1742646900,1742654400,1462
1407,CPT,JNB,FlySafair,1742649300,1742656800,1462
1408,CPT,JNB,Airlink,1742616300,1742623800,1578
1409,CPT,JNB,South African,1742618400,1742625600,1661
1410,CPT,JNB,South African,1742659500,1742666700,1661
1411,CPT,JNB,South African,1742664600,1742671800,1661
1412,CPT,JNB,South African,1742667600,1742674800,1661
1413,CPT,JNB,CemAir Pty,1742623200,1742630400,1935
